title,url,date,wordCount,legacyCategories,legacyTags,controlledTags,needsTagReview
Christianizing the Old Testament and the Museum of the Bible: Guest Post by Jill Hicks-Keeton,https://ehrmanblog.org/christianizing-the-old-testament-and-the-museum-of-the-bible-guest-post-by-jill-hicks-keeton/,"July 21, 2020",1432,book-discussions; hebrew-bible-old-testament; public-forum,,hebrew-bible-judaism; canon-and-scripture; book-discussion,False
How I First Learned About the Gospel of Judas Iscariot,https://ehrmanblog.org/how-i-first-learned-about-the-gospel-of-judas-iscariot/,"July 20, 2020",1610,early-christian-apocrypha; early-christian-writings; heresy-and-orthodoxy; proto-orthodox-writers,,early-christianity; christian-apocrypha; canonical-gospels; heresy-orthodoxy,False
Why Would An Atheist Teach the Bible?  Readers’ Mailbag,https://ehrmanblog.org/why-would-an-atheist-teach-the-bible-readers-mailbag/,"July 19, 2020",1331,public-forum; readers-questions; teaching-christianity,,hebrew-bible-judaism; canon-and-scripture; reader-questions; teaching-scholarship,False
Proving the Bible Is True: The Museum of the Bible. Guest Post by Cavan Concannon,https://ehrmanblog.org/proving-the-bible-is-true-the-museum-of-the-bible-guest-post-by-cavan-concannon/,"July 17, 2020",1558,book-discussions; history-of-biblical-scholarship,,hebrew-bible-judaism; canon-and-scripture; historical-method; teaching-scholarship; book-discussion,False
Slurs Against Religious Opponents and Makin’ Stuff Up,https://ehrmanblog.org/slurs-against-religious-opponents-and-makin-stuff-up/,"July 15, 2020",1331,heresy-and-orthodoxy; proto-orthodox-writers,,early-christianity; heresy-orthodoxy,False
Did Early Christian Heretics Promote Outrageous Sex Rituals?,https://ehrmanblog.org/did-early-christian-heretics-promote-outrageous-sex-rituals/,"July 14, 2020",1734,early-christian-writings; history-of-christianity-100-300ce,,early-christianity; church-history,False
New Book on Museum of the Bible: Guest Post by the Editors Jill Hicks-Keeton and Cavan Concannon,https://ehrmanblog.org/new-book-on-museum-of-the-bible-guest-post-by-the-editors-jill-hicks-keeton-and-cavan-concannon/,"July 13, 2020",1385,book-discussions; public-forum,,hebrew-bible-judaism; canon-and-scripture; book-discussion,False
The Outrageous Immorality of Early Christians (!) (?),https://ehrmanblog.org/the-outrageous-immorality-of-early-christians/,"July 12, 2020",1364,early-christian-writings; history-of-christianity-100-300ce; spread-christianity,,early-christianity; church-history; spread-of-christianity,False
Did the Benefits of the Christian Community Win Converts?  Readers’ Mailbag.,https://ehrmanblog.org/did-the-benefits-of-the-christian-community-win-converts-readers-mailbag/,"July 10, 2020",1289,book-discussions; history-of-christianity-100-300ce; spread-christianity,,church-history; early-christianity; spread-of-christianity; reader-questions; book-discussion,False
Would You Like a Free Three-Month Membership to the Blog?,https://ehrmanblog.org/would-you-like-a-free-three-month-membership-to-the-blog/,"July 9, 2020",238,public-forum,,blog-community,False
Publications By Blog Members!  7.9.20,https://ehrmanblog.org/publications-by-blog-members-7-9-20/,"July 9, 2020",1029,public-forum,,blog-community,False
Why Is This Happening To Us?,https://ehrmanblog.org/why-is-this-happening-to-us/,"July 8, 2020",1775,reflections-ruminations,,faith-doubt-belief; personal-autobiographical,False
"Reason and Theology – Heaven, Hell and the Afterlife",https://ehrmanblog.org/reason-and-theology-heaven-hell-and-the-afterlife/,"July 7, 2020",174,book-discussions; public-forum; video-media,,afterlife; book-discussion; media-video,False
An Intriguing New Documentary: The Search – Manufacturing Belief,https://ehrmanblog.org/an-intriguing-new-documentary-the-search-manufacturing-belief/,"July 6, 2020",1621,public-forum,,media-video,False
Are You Willing to Donate a Free Membership (or more) To Someone Who Needs It?,https://ehrmanblog.org/are-you-willing-to-donate-a-free-membership-or-more-to-someone-who-needs-it/,"July 5, 2020",557,public-forum,,,True
Do Matthew and Paul Agree on the Matter Most Important to them Both?,https://ehrmanblog.org/do-matthew-and-paul-agree-on-the-matter-most-important-to-them-both/,"July 3, 2020",1028,canonical-gospels; early-judaism; paul-and-his-letters,,canonical-gospels; paul-and-letters; hebrew-bible-judaism,False
How Accurate are our Copies of the Hebrew Bible?,https://ehrmanblog.org/how-accurate-are-our-copies-of-the-hebrew-bible/,"July 1, 2020",1893,early-judaism; hebrew-bible-old-testament,,hebrew-bible-judaism; canon-and-scripture,False
Was Jesus Connected with the Dead Sea Scrolls Community?,https://ehrmanblog.org/was-jesus-connected-with-the-dead-sea-scrolls-community/,"June 30, 2020",1113,early-judaism; historical-jesus,,historical-jesus; hebrew-bible-judaism,False
Randy Alcorn’s Response to Some Blog Criticisms (part 2),https://ehrmanblog.org/randy-alcorns-response-to-some-blog-criticisms-part-2/,"June 29, 2020",902,barts-critics; fourth-century-christianity,,church-history; early-christianity; debates-and-critics; blog-community,False
The Importance of the Dead Sea Scrolls for Understanding Jesus: Readers’ Mailbag,https://ehrmanblog.org/the-importance-of-the-dead-sea-scrolls-for-understanding-jesus-readers-mailbag/,"June 28, 2020",1148,early-judaism; hebrew-bible-old-testament; historical-jesus,,hebrew-bible-judaism; historical-jesus; reader-questions,False
Do You Have Advanced Training In any of the Blog’s Fields?,https://ehrmanblog.org/do-you-have-advanced-training-in-any-of-the-blogs-fields/,"June 26, 2020",113,public-forum,,blog-community,False
Randy Alcorn Explains His Review In Light of Readers’ Comments,https://ehrmanblog.org/randy-alcorn-explains-his-review-in-light-of-readers-comments/,"June 26, 2020",937,public-forum,,reader-questions,False
Did You Register for the Webinar on Sunday?,https://ehrmanblog.org/did-you-register-for-the-webinar-on-sunday/,"June 26, 2020",67,public-forum,,blog-community,False
How Do We Interpret the Beatitudes?  Guest Post by Julius-Kei Kato,https://ehrmanblog.org/how-do-we-interpret-the-beatitudes-guest-post-by-julius-kei-kato/,"June 24, 2020",1983,canonical-gospels; historical-jesus,,historical-jesus; canonical-gospels,False
What Are The Dead Sea Scrolls?,https://ehrmanblog.org/what-are-the-dead-sea-scrolls/,"June 23, 2020",1228,early-judaism; hebrew-bible-old-testament; historical-jesus,,hebrew-bible-judaism; historical-jesus,False
Blog Member Publications!  6.22.2020,https://ehrmanblog.org/blog-member-publications-6-22-2020/,"June 22, 2020",1409,public-forum,,blog-community,False
Bart’s Latest Attack on Christianity by Randy Alcorn,https://ehrmanblog.org/barts-latest-attack-on-christianity-by-randy-alcorn/,"June 21, 2020",2580,afterlife; barts-critics; book-discussions,gospel-coalition; randy-alcorn,afterlife; book-discussion; debates-and-critics,False
A Plea for Humility in the Face of the Universe,https://ehrmanblog.org/a-plea-for-humility-in-the-face-of-the-universe/,"June 19, 2020",1589,readers-questions; reflections-ruminations,,faith-doubt-belief; personal-autobiographical; reader-questions,False
Reminder!  A Webinar for You?  Topic:  Do We Have the Original New Testament?,https://ehrmanblog.org/reminder-a-webinar-for-you-topic-do-we-have-the-original-new-testament/,"June 18, 2020",370,new-testament-manuscripts; public-forum,,textual-criticism; blog-community,False
Weren’t Jesus’ Followers Armed and Eager to Fight in the Garden of Gethsemane?,https://ehrmanblog.org/werent-jesus-followers-armed-and-eager-to-fight-in-the-garden-of-gethsemane/,"June 17, 2020",1324,canonical-gospels; historical-jesus,,historical-jesus; canonical-gospels,False
Doesn’t Jesus’ “Cleansing of the Temple” Show He Wanted a Military Uprising?,https://ehrmanblog.org/doesnt-jesus-cleansing-of-the-temple-show-he-wanted-a-military-uprising/,"June 16, 2020",1185,canonical-gospels; historical-jesus,,historical-jesus; canonical-gospels,False
Did Jesus Favor Armed Rebellion Against Rome?,https://ehrmanblog.org/did-jesus-favor-armed-rebellion-against-rome/,"June 15, 2020",1750,book-discussions; canonical-gospels; historical-jesus,,historical-jesus; canonical-gospels; book-discussion,False
Have You Written Something You Would Like To Advertise on the Blog?,https://ehrmanblog.org/have-you-written-something-you-would-like-to-advertise-on-the-blog/,"June 14, 2020",1155,public-forum,,blog-community,False
Did the Gospel Writers Invent Barabbas?   Readers’ Mailbag,https://ehrmanblog.org/did-the-gospel-writers-invent-barabbas-readers-mailbag/,"June 12, 2020",1281,canonical-gospels; historical-jesus; readers-questions,,canonical-gospels; historical-jesus; reader-questions,False
Interested in a Webinar?  Topic:  Do We Have the Original New Testament?,https://ehrmanblog.org/interested-in-a-webinar-topic-do-we-have-the-original-new-testament/,"June 10, 2020",358,new-testament-manuscripts; public-forum,,textual-criticism; blog-community,False
Yet Other Accounts Of the Death of Judas,https://ehrmanblog.org/yet-other-accounts-of-the-death-of-judas/,"June 9, 2020",1095,canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus,False
But How Did Judas Die?,https://ehrmanblog.org/but-how-did-judas-die/,"June 8, 2020",1095,canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus,False
Two Ancient Jesuses and the Current Crises,https://ehrmanblog.org/two-ancient-jesuses-and-the-current-crises/,"June 7, 2020",1611,reflections-ruminations,,faith-doubt-belief; personal-autobiographical,False
Are Bible Translators Consistent?  Readers’ Mailbag,https://ehrmanblog.org/are-bible-translators-consistent-readers-mailbag/,"June 5, 2020",1798,history-of-biblical-scholarship; readers-questions,,hebrew-bible-judaism; canon-and-scripture; historical-method; translation; reader-questions; teaching-scholarship,False
Views of Suffering Among Those Who Suffer,https://ehrmanblog.org/views-of-suffering-among-those-who-suffer/,"June 3, 2020",1854,barts-debates; reflections-ruminations,,faith-doubt-belief; suffering-and-evil; debates-and-critics; personal-autobiographical,False
But WHY Did Judas Betray Jesus?,https://ehrmanblog.org/but-why-did-judas-betray-jesus/,"June 2, 2020",1476,canonical-gospels; historical-jesus,,historical-jesus; canonical-gospels,False
What Did Judas Betray?,https://ehrmanblog.org/what-did-judas-betray/,"June 1, 2020",962,canonical-gospels; historical-jesus,,historical-jesus; canonical-gospels,False
"If We Did Have the “Original” Gospels, Would That Make Them True?",https://ehrmanblog.org/if-we-did-have-the-original-gospels-would-that-make-them-true/,"May 31, 2020",1913,barts-debates; canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus; debates-and-critics,False
Would It Matter If It HAD BEEN a First-century Copy of Mark?  A Surprising Answer in the Readers’ Mailbag,https://ehrmanblog.org/would-it-matter-if-it-had-been-a-first-century-copy-of-mark-a-surprising-answer-in-the-readers-mailbag/,"May 29, 2020",1772,new-testament-manuscripts; readers-questions,,canonical-gospels; textual-criticism; reader-questions,False
The Remarkable Story of Masada:  Guest Post by Jodi Magness,https://ehrmanblog.org/the-remarkable-story-of-masada-guest-post-by-jodi-magness/,"May 27, 2020",1754,early-judaism; religion-in-the-news,,hebrew-bible-judaism; news-current-events,False
Judas Iscariot?  What’s an Iscariot??,https://ehrmanblog.org/judas-iscariot-whats-an-iscariot/,"May 26, 2020",1064,canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus,False
Was Judas Iscariot “Made Up”?,https://ehrmanblog.org/was-judas-iscariot-made-up/,"May 25, 2020",1721,canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus,False
Academic Fraud at the Highest Levels,https://ehrmanblog.org/academic-fraud-at-the-highest-levels/,"May 24, 2020",1899,religion-in-the-news,,news-current-events,False
Did Judas Really Betray Jesus?  Readers’ Mailbag,https://ehrmanblog.org/did-judas-really-betray-jesus-readers-mailbag/,"May 22, 2020",1154,canonical-gospels; historical-jesus; readers-questions,judas; paul; the-historical-jesus,historical-jesus; canonical-gospels; paul-and-letters; reader-questions,False
Last Chance for Webinar!,https://ehrmanblog.org/last-chance-for-webinar/,"May 21, 2020",65,public-forum,,blog-community,False
My Interview with Erstwhile-Evangelist-Now-Secular-Humanist Bart Campolo,https://ehrmanblog.org/my-interview-with-erstwhile-evangelist-now-secular-humanist-bart-campolo/,"May 20, 2020",284,book-discussions; public-forum; video-media,,media-video; book-discussion,False
Did Some *One* Forge the Writings of “John”? Guest Post by Hugo Mendez,https://ehrmanblog.org/did-some-one-forge-the-writings-of-john-guest-post-by-hugo-mendez/,"May 19, 2020",1693,canonical-gospels; catholic-epistles; forgery-in-antiquity,,canonical-gospels; paul-and-letters; authorship-forgery,False
Problems with Thinking the “Letters of John” in the NT are Forgeries?  Guest Post: Hugo Mendez,https://ehrmanblog.org/problems-with-thinking-the-letters-of-john-in-the-nt-are-forgeries-guest-post-hugo-mendez/,"May 18, 2020",1572,catholic-epistles; forgery-in-antiquity,,paul-and-letters; canonical-gospels; authorship-forgery,False
A Bart Ehrman Webinar: How We Got the New Testament!,https://ehrmanblog.org/a-bart-ehrman-webinar-how-we-got-the-new-testament/,"May 17, 2020",489,public-forum,,blog-community,False
Did Paul Know that Judas Betrayed Jesus?  Readers’ Mailbag!,https://ehrmanblog.org/did-paul-know-that-judas-betrayed-jesus-readers-mailbag/,"May 15, 2020",1322,historical-jesus; paul-and-his-letters,,paul-and-letters; historical-jesus; reader-questions,False
Getting a PhD in New Testament Studies,https://ehrmanblog.org/getting-a-phd-in-new-testament-studies/,"May 13, 2020",1585,barts-biography; readers-questions; reflections-ruminations,,faith-doubt-belief; personal-autobiographical; reader-questions,False
Are the Gospel and Epistles of John *Forgeries*??  Guest Post by Hugo Mendez,https://ehrmanblog.org/are-the-gospel-and-epistles-of-john-forgeries-guest-post-by-hugo-mendez/,"May 12, 2020",1632,catholic-epistles; forgery-in-antiquity,,canonical-gospels; paul-and-letters; authorship-forgery,False
